44,44,44,44,94,44,43,90,90,90,90,90,90,90,42,24,24,44,44,44,44,24,24,97,97,44,44,42,90,90,42,44,44,44,44,94,44,44,42,90,90,42,44,44,44,44,44,94,44,44
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
1,1,70,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86
46,46,1,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70
46,46,1,76,76,1,46,46,46,46,46,46,46,46,46,46,46,1,76,76,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1,76,76,46,46,46,46,46,46,46,46,46,46,46,46
46,46,1,90,90,1,46,46,46,46,46,46,46,46,46,46,46,1,90,90,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1,90,90,46,46,46,46,46,46,46,46,46,46,46,46
46,46,1,86,86,1,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46,46,46,46
46,46,1,86,86,1,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46,46,46,46
